campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,mes_inicio,mes_fin,año_inicio,año_fin,trimestre_inicio,trimestre_fin,roi_category,conversion_rate_category,performance_category,cost_per_conversion
Profound reciprocal forecast,2022-11-20,2024-05-16,76690.9,0.81,social media,B2C,paid,0.71,733753.88,657062.98,11,5,2022,2024,4,2,Alto,Alto,Excelente,108015.35211267606
De-engineered high-level functionalities,2023-03-20,2023-12-16,53478.93,0.23,podcast,B2C,referral,0.45,985115.73,931636.7999999999,3,12,2023,2023,1,4,Bajo,Medio,Regular,118842.06666666667
Reverse-engineered upward-trending core,2023-07-07,2023-09-23,41516.78,0.41,social media,B2B,organic,0.23,272303.25,230786.47,7,9,2023,2023,3,3,Medio,Bajo,Regular,180507.73913043478
Future-proofed zero administration attitude,2022-11-16,2024-06-22,69169.4,0.4,webinar,B2C,organic,0.11,218950.95,149781.55000000002,11,6,2022,2024,4,2,Medio,Bajo,Regular,628812.7272727272
Mandatory intermediate neural-net,2022-12-22,2024-06-20,95593.18,0.26,social media,B2B,organic,0.76,904158.64,808565.46,12,6,2022,2024,4,2,Bajo,Alto,Regular,125780.49999999999
Team-oriented discrete benchmark,2023-03-16,2023-08-05,2970.45,0.71,webinar,B2C,promotion,0.19,712043.2,709072.75,3,8,2023,2023,1,3,Alto,Bajo,Regular,15633.947368421052
Cloned scalable frame,2022-12-30,2023-08-18,4839.55,0.67,webinar,B2B,promotion,0.0,250403.29,245563.74000000002,12,8,2022,2023,4,3,Alto,Bajo,Regular,inf
Profit-focused 5thgeneration standardization,2023-01-03,2024-06-06,70530.3,0.52,email,B2C,promotion,0.81,770120.35,699590.0499999999,1,6,2023,2024,1,2,Medio,Alto,Bueno,87074.44444444444
Distributed asymmetric frame,2023-04-15,2024-03-28,78889.49,0.74,podcast,B2C,paid,0.12,845440.9,766551.41,4,3,2023,2024,2,1,Alto,Bajo,Regular,657412.4166666667
Vision-oriented 4thgeneration groupware,2023-03-03,2024-02-28,76029.54,0.3,podcast,B2B,organic,0.26,267482.0,191452.46000000002,3,2,2023,2024,1,1,Bajo,Bajo,Regular,292421.30769230763
Persistent methodical Graphical User Interface,2022-09-11,2024-05-11,37369.74,0.85,webinar,B2C,organic,0.24,669953.74,632584.0,9,5,2022,2024,3,2,Alto,Bajo,Regular,155707.25
Integrated didactic circuit,2022-09-15,2024-05-02,43026.77,0.46,podcast,B2C,referral,0.92,248301.18,205274.41,9,5,2022,2024,3,2,Medio,Alto,Bueno,46768.22826086956
Expanded system-worthy collaboration,2022-12-16,2024-02-01,86687.38,0.32,email,B2B,referral,0.46,294566.58,207879.2,12,2,2022,2024,4,1,Medio,Medio,Bueno,188450.8260869565
Grass-roots client-server middleware,2023-01-04,2023-11-10,41458.15,0.97,email,B2B,paid,0.21,924885.11,883426.96,1,11,2023,2023,1,4,Alto,Bajo,Regular,197419.76190476192
Universal systemic utilization,2023-05-22,2023-10-16,78294.27,0.33,webinar,B2B,paid,0.57,643279.88,564985.61,5,10,2023,2023,2,4,Medio,Medio,Bueno,137358.36842105264
Expanded system-worthy flexibility,2022-10-22,2024-06-22,61204.36,0.4,social media,B2B,promotion,0.8,235658.56,174454.2,10,6,2022,2024,4,2,Medio,Alto,Bueno,76505.45
Customizable homogeneous policy,2023-03-29,2024-03-27,75087.14,0.29,social media,B2C,referral,0.2,464001.7,388914.56,3,3,2023,2024,1,1,Bajo,Bajo,Regular,375435.69999999995
Visionary local paradigm,2023-02-13,2023-09-06,87595.32,0.36,podcast,B2C,paid,0.8,194771.92,107176.6,2,9,2023,2023,1,3,Medio,Alto,Bueno,109494.15000000001
Persevering 24/7 complexity,2023-01-22,2023-11-21,31000.36,0.4,email,B2C,promotion,0.28,387283.38,356283.02,1,11,2023,2023,1,4,Medio,Bajo,Regular,110715.57142857142
Visionary multimedia synergy,2023-01-19,2024-01-14,25100.93,0.77,webinar,B2B,paid,0.17,267820.25,242719.32,1,1,2023,2024,1,1,Alto,Bajo,Regular,147652.5294117647
Automated radical access,2023-02-25,2023-10-05,40413.87,0.23,webinar,B2B,organic,0.4,95705.91,55292.04,2,10,2023,2023,1,4,Bajo,Medio,Regular,101034.675
Inverse transitional artificial intelligence,2023-06-02,2023-11-26,2667.65,0.29,podcast,B2B,referral,0.1,861573.13,858905.48,6,11,2023,2023,2,4,Bajo,Bajo,Regular,26676.5
Down-sized modular conglomeration,2023-01-16,2023-08-13,15210.7,0.16,podcast,B2C,paid,0.79,374169.78,358959.08,1,8,2023,2023,1,3,Bajo,Alto,Regular,19254.050632911392
Robust next generation protocol,2022-10-21,2024-03-12,55331.1,0.14,webinar,B2C,paid,0.22,353720.66,298389.56,10,3,2022,2024,4,1,Bajo,Bajo,Regular,251505.0
Innovative exuding toolset,2023-01-24,2023-12-28,86461.82,0.2,social media,B2C,organic,0.52,819254.95,732793.1299999999,1,12,2023,2023,1,4,Bajo,Medio,Regular,166272.73076923078
Streamlined holistic toolset,2023-02-23,2024-03-15,82520.55,0.64,webinar,B2B,paid,0.43,822593.79,740073.24,2,3,2023,2024,1,1,Alto,Medio,Bueno,191908.2558139535
Managed global capacity,2023-05-13,2024-03-05,14593.14,0.87,social media,B2C,paid,0.28,771828.11,757234.97,5,3,2023,2024,2,1,Alto,Bajo,Regular,52118.35714285714
Phased systematic interface,2023-02-05,2024-05-18,3083.5,0.42,social media,B2C,paid,0.13,494155.17,491071.67,2,5,2023,2024,1,2,Medio,Bajo,Regular,23719.23076923077
Persistent methodical info-mediaries,2022-08-09,2023-10-12,67207.89,0.41,email,B2C,promotion,0.74,670908.37,603700.48,8,10,2022,2023,3,4,Medio,Alto,Bueno,90821.47297297297
Up-sized maximized capability,2023-05-11,2024-05-06,57934.37,0.93,social media,B2B,promotion,0.28,805755.38,747821.01,5,5,2023,2024,2,2,Alto,Bajo,Regular,206908.4642857143
Distributed scalable moratorium,2022-08-07,2024-06-25,21399.83,0.87,social media,B2B,promotion,0.89,204659.89,183260.06,8,6,2022,2024,3,2,Alto,Alto,Excelente,24044.752808988767
Inverse stable process improvement,2023-06-25,2024-04-22,43101.14,0.78,webinar,B2C,paid,0.81,470664.64,427563.5,6,4,2023,2024,2,2,Alto,Alto,Excelente,53211.28395061728
Multi-tiered high-level protocol,2022-12-28,2023-10-19,44514.72,0.89,podcast,B2C,paid,0.97,402165.58,357650.86,12,10,2022,2023,4,4,Alto,Alto,Excelente,45891.463917525776
Synergized 6thgeneration interface,2023-04-22,2024-06-14,23901.39,0.9,email,B2C,referral,0.25,918190.34,894288.95,4,6,2023,2024,2,2,Alto,Bajo,Regular,95605.56
Seamless attitude-oriented architecture,2022-09-07,2023-11-20,67575.94,0.1,email,B2B,organic,0.51,990939.91,923363.97,9,11,2022,2023,3,4,Bajo,Medio,Regular,132501.8431372549
Centralized zero tolerance infrastructure,2023-03-11,2023-11-06,86627.2,0.13,webinar,B2B,promotion,0.21,446384.91,359757.70999999996,3,11,2023,2023,1,4,Bajo,Bajo,Regular,412510.4761904762
Focused motivating strategy,2023-07-31,2023-11-01,44640.33,0.79,social media,B2C,organic,0.69,935541.35,890901.02,7,11,2023,2023,3,4,Alto,Alto,Excelente,64696.130434782615
Function-based leadingedge budgetary management,2022-12-16,2023-08-23,64755.7,0.63,webinar,B2B,referral,0.2,996493.1,931737.4,12,8,2022,2023,4,3,Alto,Bajo,Regular,323778.49999999994
Right-sized next generation solution,2022-09-27,2024-03-26,95256.19,0.54,podcast,B2C,referral,0.65,84562.94,-10693.25,9,3,2022,2024,3,1,Medio,Alto,Bueno,146547.9846153846
Assimilated local framework,2023-01-07,2024-06-05,82461.13,0.55,social media,B2B,organic,0.8,285843.42,203382.28999999998,1,6,2023,2024,1,2,Medio,Alto,Bueno,103076.4125
Enterprise-wide bottom-line superstructure,2023-04-24,2023-10-10,1407.21,0.72,webinar,B2B,promotion,0.57,112057.31,110650.09999999999,4,10,2023,2023,2,4,Alto,Medio,Bueno,2468.789473684211
Triple-buffered bi-directional extranet,2023-07-05,2023-11-02,26990.81,0.81,email,B2C,referral,0.75,228421.55,201430.74,7,11,2023,2023,3,4,Alto,Alto,Excelente,35987.746666666666
Down-sized systemic open architecture,2022-11-14,2024-02-25,43113.83,0.35,webinar,B2B,organic,0.33,317940.22,274826.38999999996,11,2,2022,2024,4,1,Medio,Medio,Bueno,130647.9696969697
Optional composite secured line,2023-06-05,2024-02-13,99250.38,0.78,webinar,B2B,referral,0.37,149879.61,50629.22999999998,6,2,2023,2024,2,1,Alto,Medio,Bueno,268244.2702702703
Self-enabling non-volatile core,2023-07-28,2024-03-16,3884.46,0.44,podcast,B2B,organic,0.86,637965.2,634080.74,7,3,2023,2024,3,1,Medio,Alto,Bueno,4516.813953488372
Multi-tiered context-sensitive hub,2023-06-20,2024-05-24,1380.68,0.46,podcast,B2C,promotion,0.84,159621.36,158240.68,6,5,2023,2024,2,2,Medio,Alto,Bueno,1643.6666666666667
Optimized 4thgeneration hub,2023-04-02,2024-06-28,36530.3,0.16,podcast,B2C,referral,0.13,467146.31,430616.01,4,6,2023,2024,2,2,Bajo,Bajo,Regular,281002.3076923077
Re-engineered methodical methodology,2023-06-02,2024-07-05,86154.71,0.96,social media,B2B,paid,0.8,967152.2,880997.49,6,7,2023,2024,2,3,Alto,Alto,Excelente,107693.3875
Sharable cohesive focus group,2022-08-27,2023-11-03,88536.97,0.39,email,B2B,paid,0.92,229463.61,140926.63999999998,8,11,2022,2023,3,4,Medio,Alto,Bueno,96235.83695652173
Mandatory multi-tasking hardware,2022-09-08,2023-12-27,35256.99,0.2,email,B2B,organic,0.7,590224.33,554967.34,9,12,2022,2023,3,4,Bajo,Alto,Regular,50367.12857142857
User-friendly radical conglomeration,2022-11-02,2024-07-17,61599.99,0.86,webinar,B2C,organic,0.93,395935.5,334335.51,11,7,2022,2024,4,3,Alto,Alto,Excelente,66236.54838709677
Ameliorated attitude-oriented flexibility,2022-10-11,2024-06-15,75404.87,0.5,email,B2C,referral,0.55,132316.32,56911.45000000001,10,6,2022,2024,4,2,Medio,Medio,Bueno,137099.7636363636
Visionary methodical workforce,2023-01-27,2024-03-25,36063.47,0.28,podcast,B2C,promotion,0.67,731497.44,695433.97,1,3,2023,2024,1,1,Bajo,Alto,Regular,53826.07462686567
Future-proofed 4thgeneration core,2022-11-07,2024-04-07,17378.68,0.99,podcast,B2B,referral,0.88,746880.8,729502.12,11,4,2022,2024,4,2,Alto,Alto,Excelente,19748.5
Networked system-worthy solution,2023-04-28,2024-02-22,70575.1,0.55,social media,B2B,paid,0.62,169122.94,98547.84,4,2,2023,2024,2,1,Medio,Alto,Bueno,113830.80645161291
Cross-group zero administration model,2023-01-23,2023-10-09,75677.68,0.97,social media,B2B,paid,0.16,601591.49,525913.81,1,10,2023,2023,1,4,Alto,Bajo,Regular,472985.49999999994
Organized static alliance,2023-01-23,2023-10-04,20309.3,0.35,webinar,B2B,promotion,0.84,854903.83,834594.5299999999,1,10,2023,2023,1,4,Medio,Alto,Bueno,24177.738095238095
Face-to-face scalable definition,2023-06-13,2024-04-26,76484.11,0.88,podcast,B2B,paid,0.41,24367.21,-52116.9,6,4,2023,2024,2,2,Alto,Medio,Bueno,186546.60975609758
Programmable tertiary installation,2022-11-22,2024-04-17,20983.45,0.22,webinar,B2C,promotion,0.94,714628.56,693645.1100000001,11,4,2022,2024,4,2,Bajo,Alto,Regular,22322.81914893617
Reverse-engineered multi-state standardization,2022-09-05,2023-10-10,23498.46,0.12,podcast,B2C,organic,0.32,659782.2,636283.74,9,10,2022,2023,3,4,Bajo,Medio,Regular,73432.6875
Versatile systemic matrices,2023-03-18,2023-11-03,40761.62,0.75,email,B2B,referral,0.74,549518.67,508757.05000000005,3,11,2023,2023,1,4,Alto,Alto,Excelente,55083.27027027027
Polarized client-driven moratorium,2023-01-25,2023-08-16,50624.24,0.13,webinar,B2C,referral,0.58,14079.6,-36544.64,1,8,2023,2023,1,3,Bajo,Medio,Regular,87283.1724137931
Implemented neutral algorithm,2023-05-31,2024-05-04,29528.87,0.19,podcast,B2C,promotion,0.78,550470.56,520941.69000000006,5,5,2023,2024,2,2,Bajo,Alto,Regular,37857.52564102564
Enterprise-wide impactful installation,2023-07-26,2024-02-23,71620.59,0.23,email,B2C,referral,0.38,872243.42,800622.8300000001,7,2,2023,2024,3,1,Bajo,Medio,Regular,188475.23684210525
Managed regional process improvement,2023-06-14,2023-09-19,65007.53,0.7,email,B2B,promotion,0.99,429137.69,364130.16000000003,6,9,2023,2023,2,3,Alto,Alto,Excelente,65664.17171717172
Vision-oriented incremental website,2023-02-28,2024-04-26,88865.19,0.67,email,B2B,referral,0.4,379377.93,290512.74,2,4,2023,2024,1,2,Alto,Medio,Bueno,222162.975
Compatible global Graphical User Interface,2023-07-05,2024-05-05,29838.85,0.79,webinar,B2C,paid,0.4,723242.82,693403.97,7,5,2023,2024,3,2,Alto,Medio,Bueno,74597.12499999999
Up-sized web-enabled flexibility,2022-09-24,2024-06-08,82727.29,0.91,podcast,B2B,organic,0.21,804001.71,721274.4199999999,9,6,2022,2024,3,2,Alto,Bajo,Regular,393939.47619047615
User-centric intermediate website,2023-03-04,2023-11-09,40776.29,0.64,email,B2C,promotion,0.2,833389.82,792613.5299999999,3,11,2023,2023,1,4,Alto,Bajo,Regular,203881.44999999998
Multi-tiered asynchronous model,2022-08-26,2024-01-03,28192.89,0.33,social media,B2C,organic,0.1,892332.18,864139.29,8,1,2022,2024,3,1,Medio,Bajo,Regular,281928.89999999997
Function-based homogeneous productivity,2022-10-28,2024-05-04,11711.34,0.26,social media,B2B,organic,0.26,975549.34,963838.0,10,5,2022,2024,4,2,Bajo,Bajo,Regular,45043.61538461538
Persevering tertiary solution,2022-12-24,2023-12-07,46790.73,0.3,social media,B2C,promotion,0.79,808758.89,761968.16,12,12,2022,2023,4,4,Bajo,Alto,Regular,59228.77215189874
Expanded 3rdgeneration synergy,2022-10-08,2024-07-09,43946.75,0.14,email,B2B,paid,0.0,739069.46,695122.71,10,7,2022,2024,4,3,Bajo,Bajo,Regular,inf
Stand-alone web-enabled array,2022-09-10,2023-11-24,49546.42,0.62,social media,B2C,organic,0.26,837766.38,788219.96,9,11,2022,2023,3,4,Alto,Bajo,Regular,190563.15384615384
Reverse-engineered stable approach,2022-08-14,2024-01-05,9472.45,0.5,podcast,B2B,paid,0.77,695134.9,685662.4500000001,8,1,2022,2024,3,1,Medio,Alto,Bueno,12301.883116883118
Streamlined homogeneous emulation,2022-08-22,2023-11-17,41792.48,0.83,podcast,B2C,promotion,0.28,760400.54,718608.06,8,11,2022,2023,3,4,Alto,Bajo,Regular,149258.85714285713
Face-to-face multi-tasking flexibility,2023-06-07,2023-10-23,92997.45,0.94,podcast,B2B,referral,0.51,779020.93,686023.4800000001,6,10,2023,2023,2,4,Alto,Medio,Bueno,182347.94117647057
Cross-group bandwidth-monitored algorithm,2023-04-18,2024-02-06,92913.24,0.16,podcast,B2C,paid,0.63,332706.37,239793.13,4,2,2023,2024,2,1,Bajo,Alto,Regular,147481.33333333334
Cross-platform empowering protocol,2022-10-13,2024-02-05,15036.97,0.72,social media,B2B,referral,0.66,408446.72,393409.75,10,2,2022,2024,4,1,Alto,Alto,Excelente,22783.287878787876
Robust maximized Graphic Interface,2022-09-17,2024-07-31,95291.59,0.3,social media,B2B,organic,0.27,804844.5,709552.91,9,7,2022,2024,3,3,Bajo,Bajo,Regular,352931.8148148148
Reduced solution-oriented Local Area Network,2022-10-18,2024-02-07,29617.85,0.94,podcast,B2B,paid,0.7,502557.55,472939.7,10,2,2022,2024,4,1,Alto,Alto,Excelente,42311.21428571429
Grass-roots multimedia hub,2022-08-07,2024-03-11,8752.77,0.21,email,B2C,paid,0.2,877263.89,868511.12,8,3,2022,2024,3,1,Bajo,Bajo,Regular,43763.85
Inverse dedicated process improvement,2023-01-14,2023-12-20,41771.2,0.86,webinar,B2C,organic,0.7,888385.22,846614.02,1,12,2023,2023,1,4,Alto,Alto,Excelente,59673.142857142855
Networked impactful complexity,2022-11-13,2023-12-17,53289.5,0.63,webinar,B2C,referral,0.1,843984.33,790694.83,11,12,2022,2023,4,4,Alto,Bajo,Regular,532895.0
Re-contextualized 3rdgeneration moderator,2023-01-15,2024-07-07,85490.69,0.33,podcast,B2C,referral,0.59,180847.3,95356.60999999999,1,7,2023,2024,1,3,Medio,Medio,Bueno,144899.4745762712
Operative heuristic middleware,2023-05-27,2023-08-28,95518.8,0.31,webinar,B2C,referral,0.46,396609.72,301090.92,5,8,2023,2023,2,3,Medio,Medio,Bueno,207649.5652173913
Seamless didactic algorithm,2022-09-06,2024-04-07,20179.61,0.31,webinar,B2B,promotion,0.46,327538.8,307359.19,9,4,2022,2024,3,2,Medio,Medio,Bueno,43868.717391304344
Multi-layered neutral productivity,2023-04-14,2024-03-17,15550.45,0.7,webinar,B2C,paid,0.23,860685.98,845135.53,4,3,2023,2024,2,1,Alto,Bajo,Regular,67610.65217391304
Enhanced systematic conglomeration,2023-06-06,2024-06-03,26004.11,0.82,email,B2B,organic,0.88,418291.72,392287.61,6,6,2023,2024,2,2,Alto,Alto,Excelente,29550.125
Customizable mission-critical projection,2022-09-05,2023-11-05,66562.1,0.6,email,B2B,promotion,0.6,762382.2,695820.1,9,11,2022,2023,3,4,Medio,Medio,Bueno,110936.83333333334
Future-proofed dynamic Internet solution,2022-10-08,2023-10-20,8494.12,0.8,podcast,B2C,paid,0.93,208871.22,200377.1,10,10,2022,2023,4,4,Alto,Alto,Excelente,9133.462365591398
Realigned homogeneous support,2022-10-13,2024-03-03,24132.55,0.99,social media,B2C,paid,0.65,33543.21,9410.66,10,3,2022,2024,4,1,Alto,Alto,Excelente,37127.0
Enterprise-wide non-volatile projection,2023-03-05,2024-04-18,99324.9,0.63,email,B2B,organic,0.85,513550.65,414225.75,3,4,2023,2024,1,2,Alto,Alto,Excelente,116852.82352941176
Up-sized next generation portal,2022-11-14,2024-06-23,5702.93,0.34,social media,B2C,organic,0.88,951820.67,946117.74,11,6,2022,2024,4,2,Medio,Alto,Bueno,6480.602272727273
Stand-alone modular Internet solution,2023-05-05,2023-08-17,11068.74,0.13,podcast,B2C,promotion,0.86,747080.9,736012.16,5,8,2023,2023,2,3,Bajo,Alto,Regular,12870.627906976744
Stand-alone composite matrix,2022-11-10,2023-12-19,47307.68,0.78,podcast,B2B,referral,0.85,777464.6,730156.9199999999,11,12,2022,2023,4,4,Alto,Alto,Excelente,55656.09411764706
Robust national process improvement,2023-07-07,2023-10-09,5211.43,0.2,social media,B2C,organic,0.89,439449.66,434238.23,7,10,2023,2023,3,4,Bajo,Alto,Regular,5855.539325842697
Intuitive analyzing contingency,2022-11-02,2023-10-29,66488.96,0.19,webinar,B2C,promotion,0.53,488511.76,422022.8,11,10,2022,2023,4,4,Bajo,Medio,Regular,125450.86792452831
Networked systemic toolset,2023-02-06,2023-09-12,41529.52,0.54,podcast,B2C,paid,0.79,926873.57,885344.0499999999,2,9,2023,2023,1,3,Medio,Alto,Bueno,52569.01265822784
Compatible content-based architecture,2023-02-05,2024-05-27,59471.38,0.6,email,B2B,paid,0.16,247589.89,188118.51,2,5,2023,2024,1,2,Medio,Bajo,Regular,371696.125
Universal uniform service-desk,2023-07-10,2024-05-16,37054.16,0.39,email,B2B,referral,0.6,5971.96,-31082.200000000004,7,5,2023,2024,3,2,Medio,Medio,Bueno,61756.93333333334
Programmable non-volatile encoding,2023-02-22,2023-08-21,46184.9,0.27,podcast,B2C,referral,0.2,870419.56,824234.66,2,8,2023,2023,1,3,Bajo,Bajo,Regular,230924.5
Public-key logistical knowledgebase,2022-09-13,2024-07-25,35711.19,0.93,webinar,B2C,promotion,0.39,669747.7,634036.51,9,7,2022,2024,3,3,Alto,Medio,Bueno,91567.15384615384
Profit-focused next generation installation,2023-03-12,2024-07-30,16505.53,0.21,podcast,B2C,paid,0.29,401190.17,384684.64,3,7,2023,2024,1,3,Bajo,Bajo,Regular,56915.620689655174
Right-sized transitional standardization,2023-02-06,2024-01-06,9929.8,0.97,email,B2C,promotion,0.65,970132.5,960202.7,2,1,2023,2024,1,1,Alto,Alto,Excelente,15276.615384615383
Quality-focused local methodology,2022-09-21,2023-12-27,11092.23,0.54,social media,B2C,paid,0.83,104296.76,93204.53,9,12,2022,2023,3,4,Medio,Alto,Bueno,13364.132530120482
Intuitive mobile focus group,2023-06-04,2024-02-12,56406.79,0.62,podcast,B2C,referral,0.7,149846.93,93440.13999999998,6,2,2023,2024,2,1,Alto,Alto,Excelente,80581.12857142858
Extended web-enabled approach,2023-01-23,2023-10-26,94020.1,0.73,social media,B2B,referral,0.47,253543.28,159523.18,1,10,2023,2023,1,4,Alto,Medio,Bueno,200042.76595744683
Configurable context-sensitive orchestration,2022-09-15,2024-05-22,45583.71,0.3,social media,B2C,organic,0.0,959198.9,913615.1900000001,9,5,2022,2024,3,2,Bajo,Bajo,Regular,inf
Organized multi-state definition,2022-09-26,2023-11-22,94235.4,0.21,social media,B2B,promotion,0.16,138245.41,44010.01000000001,9,11,2022,2023,3,4,Bajo,Bajo,Regular,588971.25
Horizontal systematic moderator,2023-06-30,2023-10-25,20557.58,0.16,webinar,B2B,promotion,0.8,851130.62,830573.04,6,10,2023,2023,2,4,Bajo,Alto,Regular,25696.975000000002
Reverse-engineered non-volatile intranet,2022-08-09,2023-10-22,35179.9,0.28,webinar,B2B,referral,0.53,119499.36,84319.45999999999,8,10,2022,2023,3,4,Bajo,Medio,Regular,66377.16981132075
Versatile systematic flexibility,2023-05-16,2023-09-06,24546.35,0.81,webinar,B2C,promotion,0.14,415710.74,391164.39,5,9,2023,2023,2,3,Alto,Bajo,Regular,175331.0714285714
Sharable tangible structure,2022-09-22,2023-12-07,11545.73,0.43,social media,B2C,promotion,0.5,30036.66,18490.93,9,12,2022,2023,3,4,Medio,Medio,Bueno,23091.46
Enhanced optimizing time-frame,2022-11-06,2024-04-02,1378.61,0.15,email,B2B,organic,0.66,862862.99,861484.38,11,4,2022,2024,4,2,Bajo,Alto,Regular,2088.80303030303
Stand-alone zero-defect Graphic Interface,2023-01-09,2023-10-31,41687.29,0.31,social media,B2B,organic,0.97,306545.57,264858.28,1,10,2023,2023,1,4,Medio,Alto,Bueno,42976.58762886598
Intuitive 24hour flexibility,2023-05-22,2023-11-30,78922.22,0.6,podcast,B2C,organic,0.5,820394.15,741471.93,5,11,2023,2023,2,4,Medio,Medio,Bueno,157844.44
Profound heuristic solution,2022-09-03,2023-12-05,29965.35,0.55,email,B2B,organic,0.69,800087.39,770122.04,9,12,2022,2023,3,4,Medio,Alto,Bueno,43428.04347826087
Organized explicit pricing structure,2022-09-19,2023-11-10,44016.46,0.67,webinar,B2C,organic,0.46,516247.3,472230.83999999997,9,11,2022,2023,3,4,Alto,Medio,Bueno,95687.95652173912
Compatible local concept,2023-06-03,2024-03-09,79189.2,0.81,webinar,B2B,referral,0.15,9576.39,-69612.81,6,3,2023,2024,2,1,Alto,Bajo,Regular,527928.0
Business-focused directional instruction set,2023-06-21,2023-09-08,65347.8,0.74,podcast,B2B,promotion,0.8,868299.33,802951.5299999999,6,9,2023,2023,2,3,Alto,Alto,Excelente,81684.75
Up-sized foreground open system,2023-04-29,2024-05-08,64165.51,0.66,podcast,B2B,promotion,0.44,290264.87,226099.36,4,5,2023,2024,2,2,Alto,Medio,Bueno,145830.70454545456
Operative exuding process improvement,2023-05-29,2023-11-11,55991.95,0.15,social media,B2B,organic,0.72,972995.99,917004.04,5,11,2023,2023,2,4,Bajo,Alto,Regular,77766.59722222222
Ergonomic full-range workforce,2023-04-25,2024-03-13,88094.67,0.94,email,B2B,paid,0.24,295898.2,207803.53000000003,4,3,2023,2024,2,1,Alto,Bajo,Regular,367061.125
Down-sized object-oriented website,2022-11-16,2024-04-10,23030.51,0.4,social media,B2C,referral,0.9,14158.69,-8871.819999999998,11,4,2022,2024,4,2,Medio,Alto,Bueno,25589.455555555553
Fully-configurable web-enabled info-mediaries,2023-03-30,2024-04-04,44207.35,0.79,social media,B2C,organic,0.51,865565.75,821358.4,3,4,2023,2024,1,2,Alto,Medio,Bueno,86681.07843137255
User-centric intangible success,2023-01-09,2023-08-27,40594.89,0.94,email,B2C,referral,0.86,313328.51,272733.62,1,8,2023,2023,1,3,Alto,Alto,Excelente,47203.36046511628
Realigned zero administration intranet,2023-03-12,2023-11-29,55314.88,0.11,social media,B2B,paid,0.34,354396.83,299081.95,3,11,2023,2023,1,4,Bajo,Medio,Regular,162690.82352941175
Secured grid-enabled policy,2023-07-22,2023-08-27,91275.2,0.77,email,B2C,paid,0.38,761329.99,670054.79,7,8,2023,2023,3,3,Alto,Medio,Bueno,240197.8947368421
Sharable neutral array,2023-03-24,2024-06-15,67716.57,0.39,webinar,B2B,promotion,0.15,120441.4,52724.82999999999,3,6,2023,2024,1,2,Medio,Bajo,Regular,451443.80000000005
Universal global benchmark,2023-05-04,2024-03-13,15390.47,0.57,webinar,B2B,paid,0.72,289275.2,273884.73000000004,5,3,2023,2024,2,1,Medio,Alto,Bueno,21375.652777777777
Adaptive well-modulated extranet,2022-11-18,2023-08-09,71105.48,0.41,social media,B2C,promotion,0.9,242732.54,171627.06,11,8,2022,2023,4,3,Medio,Alto,Bueno,79006.08888888889
Robust tangible strategy,2023-05-16,2023-12-16,4459.25,0.95,webinar,B2C,paid,0.62,285414.63,280955.38,5,12,2023,2023,2,4,Alto,Alto,Excelente,7192.3387096774195
Versatile context-sensitive interface,2022-11-05,2023-10-29,30382.56,0.71,webinar,B2B,paid,0.95,441419.78,411037.22000000003,11,10,2022,2023,4,4,Alto,Alto,Excelente,31981.64210526316
Synergistic value-added help-desk,2023-04-01,2024-07-18,29527.93,0.85,social media,B2C,paid,0.61,142683.63,113155.70000000001,4,7,2023,2024,2,3,Alto,Alto,Excelente,48406.442622950824
Multi-channeled didactic process improvement,2022-12-31,2024-06-08,97339.13,0.5,email,B2B,organic,0.69,409395.67,312056.54,12,6,2022,2024,4,2,Medio,Alto,Bueno,141071.20289855075
Distributed stable emulation,2022-12-04,2024-03-19,38723.34,0.41,email,B2C,referral,0.22,122519.77,83796.43000000001,12,3,2022,2024,4,1,Medio,Bajo,Regular,176015.1818181818
Operative context-sensitive Local Area Network,2022-08-31,2023-11-28,62234.75,0.51,email,B2B,promotion,0.84,640882.28,578647.53,8,11,2022,2023,3,4,Medio,Alto,Bueno,74088.98809523809
Seamless motivating infrastructure,2023-02-20,2023-10-20,63478.39,0.96,podcast,B2B,organic,0.28,563372.52,499894.13,2,10,2023,2023,1,4,Alto,Bajo,Regular,226708.53571428568
Switchable leadingedge alliance,2023-01-29,2024-07-28,93236.34,0.92,webinar,B2C,referral,0.85,545988.99,452752.65,1,7,2023,2024,1,3,Alto,Alto,Excelente,109689.81176470588
Multi-lateral grid-enabled middleware,2023-06-11,2024-07-17,84718.25,0.98,social media,B2B,paid,0.97,76971.76,-7746.490000000005,6,7,2023,2024,2,3,Alto,Alto,Excelente,87338.40206185567
Inverse system-worthy utilization,2022-08-25,2023-08-15,17398.1,0.22,email,B2C,paid,0.6,36397.45,18999.35,8,8,2022,2023,3,3,Bajo,Medio,Regular,28996.833333333332
Extended next generation paradigm,2023-06-01,2024-01-26,78135.6,0.54,podcast,B2B,referral,0.11,551156.74,473021.14,6,1,2023,2024,2,1,Medio,Bajo,Regular,710323.6363636365
Customer-focused bifurcated service-desk,2023-04-08,2023-09-19,24769.6,0.65,social media,B2B,organic,0.9,161983.35,137213.75,4,9,2023,2023,2,3,Alto,Alto,Excelente,27521.777777777774
Extended tangible hierarchy,2022-08-02,2024-04-07,36943.95,0.63,social media,B2C,referral,0.46,135256.94,98312.99,8,4,2022,2024,3,2,Alto,Medio,Bueno,80312.93478260869
